image,folder_label,prediction,axles,is_correct
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007138_jpg.rf.0d41b2941a50eac27d5184eb29b46835.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007139_jpg.rf.55f4e5bb08bc003dca9f38465499f8aa.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007140_jpg.rf.882c4efd20b336a706dff2923a975343.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007142_jpg.rf.dd1678b550f8cadefc1c19257d858eba.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007143_jpg.rf.79d569f91be4f406a15f010b02653dea.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007162_jpg.rf.191e8b3f51778d95a53f59909b29538a.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007165_jpg.rf.2d0a7f5eb742ce6e04d0a8e86ec0fa39.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007166_jpg.rf.2b95718367e2f1eefa48ffd447bc1985.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007167_jpg.rf.680aef2b580d3bde8a11d2b8212d6cdf.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007169_jpg.rf.1054c76e9f399dfcdce24b8bae190b0f.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/007170_jpg.rf.31f1576a1fd610e80ce8dc0ddbb0366b.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008807_jpg.rf.b52c73140ab74f2725b94fcde02af17b.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008809_jpg.rf.884aad3187e1a176d71668f3b617bda8.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008810_jpg.rf.4bd13e7b1b8080978bb4587c8e5e0cd0.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008818_jpg.rf.ae8c113c0789c504f62dbbe6db8e06e6.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008819_jpg.rf.e454972a01012e09aa7b05c2fa759a06.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008820_jpg.rf.9b339cb02bb0d4f021798893009ff008.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008841_jpg.rf.dc1767ccb7f61123282a27a3af8eb617.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008843_jpg.rf.3262846d9836057276b54ccf4d808b20.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008844_jpg.rf.09ec0557800a042e69a0d04551fe8970.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008845_jpg.rf.146a474004f7555a96fb8c86ce07c26c.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008846_jpg.rf.e8af51e612a8a202af95b6323fda3f36.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/008847_jpg.rf.816632368d8a12aaad187cd7b6abb178.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009491_jpg.rf.9b370838465a1004d4fd8bf97c9a0d53.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009492_jpg.rf.e504415e61a0974c3446fe0ffa99e9c9.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009509_jpg.rf.69d1cbcd577ab7f879c4fb042720329c.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009510_jpg.rf.46c38104333bbd341cc755cc21d09a15.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009518_jpg.rf.4fb1adb4e40b2d5eb59ef69652ff5100.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009519_jpg.rf.7dfb744434ba46a712a0fd2ceca1b480.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009520_jpg.rf.c65099917abc2d97c4bdcc88f922e1c4.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009709_jpg.rf.ca16a8ad9ad2b688342c42d6519b4616.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009710_jpg.rf.fed6dd79ab14d29ee3c4d5a6ac8daadd.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009711_jpg.rf.fca6abdbf0e77fb8baa86b27acf55f01.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009712_jpg.rf.b5a7d11ffd1c746a1457bf62c0bdbaa4.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009739_jpg.rf.2446d24c4153121f22eaaf190fd386db.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009743_jpg.rf.4fb540facabf277c45c26a175feb45e0.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009744_jpg.rf.bae358c67324ab085fa1d5d56d77e0b6.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009749_jpg.rf.851c175f7e23d94a008d5d65120ee7e0.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009763_jpg.rf.7979d14d03fc026160def7928a5b99e5.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/009773_jpg.rf.e7859862ca58aa48d859028adc62c6ff.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010028_jpg.rf.7453389dfdd226d1d63b25522a5af386.jpg",van,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010029_jpg.rf.21b02b941fc76b6cd00f4cead20ea405.jpg",van,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010030_jpg.rf.862ea392305dac7adb0e741ebe624dd9.jpg",van,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010051_jpg.rf.935d6514b12d77cdafbe4fb58daf58ef.jpg",van,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010052_jpg.rf.1379358900d09358e9347e12389ab59c.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010082_jpg.rf.a1ef686baa460654b8789fb4951a9980.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010083_jpg.rf.7241f1b05e2242cb199243f90891887b.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010084_jpg.rf.52fb15dca8a48ddecac11184fa63fef5.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010089_jpg.rf.2bde9af1daaac7940108f0c058884547.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010436_jpg.rf.92bfb7ee9d6e68fedaab5ea51c06ac77.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010437_jpg.rf.3cd13b652f136bc8d8f06d3ff276eb1e.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010458_jpg.rf.50d6fb44bedc61bce33ddf446b91eefb.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010459_jpg.rf.51deb1a0bce3ad677db0e9d65c02c726.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010460_jpg.rf.879c282793d5f8af9ca3192d3bb126fd.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010461_jpg.rf.05db9c08da7ad9e2ee400253b444fd56.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010462_jpg.rf.963666efc71d60485c23506eec12e35a.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010491_jpg.rf.5a29ec0a9b59b9bcf66494b3baaaffe6.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010492_jpg.rf.a8a0e99affb3db0aa20cbd4695058cc7.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010493_jpg.rf.c65ad03ee35cdeebaa3c95558b14dd47.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010509_jpg.rf.d8c6660778b82e32abd8c8070afa1bca.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010510_jpg.rf.fcb2e010765744bf061402feb1ed1c6b.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010511_jpg.rf.a02c9e81f913fa4f095e489a798bd663.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/010517_jpg.rf.5d6a8132697d9736aa2e6e53e121269c.jpg",van,minivan,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013582_jpg.rf.7217aa416c4b615f2bd0f277c2a5aa45.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013583_jpg.rf.8516c8325b9d866265f29c65bb5e0ee9.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013605_jpg.rf.39f230354244d73c37c4bbef7d6b1097.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013606_jpg.rf.8e1554d5488260d1de82c2bf64a71415.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013637_jpg.rf.53018c26e6383a23a07ee619399e50e4.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013639_jpg.rf.41643d9bdf8df14fb00a746fbfde13e2.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013870_jpg.rf.1e2ba43973191ad0b5a923a4bcf8915b.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013871_jpg.rf.8858cf08a6f7a60d19d3a8f578093d75.jpg",van,truck,,False
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013891_jpg.rf.e42634273235b21ccb4088d2e42ef9e5.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013892_jpg.rf.02e45096951f18b77d6aa065560992a9.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013894_jpg.rf.15516493b6580eff456cdd2fdb718a65.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013895_jpg.rf.46c21fcda3a47d46cae9bee8a9cb3429.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013896_jpg.rf.b21f337937688cc45b36584475c32311.jpg",van,van,,True
"benchmark_vlm/master/Class 3 - 2 axle lorry, van, pickup/van/013897_jpg.rf.07c154bb9bd23cd0e58d3dc13fc3061f.jpg",van,van,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/-_png_jpg.rf.2c1b96b3f152cbfee86caf6e81e4a15b.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/-_png_jpg.rf.78b0e5b95524ff631432ffc20d5a5481.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/-_png_jpg.rf.a3e6664758c8cfaab935ec4015229b76.jpg",bus 2,ship,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/-_png_jpg.rf.dcbe3505986cee2482e7f7bfeeea0c04.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/-_png_jpg.rf.f5bd563dd72fc131e1db63a7ec36503f.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/115_jpg.rf.830159c93f026cf7d82d65950867ef3b.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/136_jpg.rf.1de6b54ab13eea53790f459ab9056901.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/14ef794a351c5ab71271841cae74e7f8_jpg.rf.4b3585bcfde8b645d6bc8882d736b229.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/153_jpg.rf.beb8de6e2828dc930153a5fe8af0661b.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252169855_jpg.rf.64230371f29752ddd64a7df8bbc5dc5b.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252169885_jpg.rf.a17aa5bb9f42f0ae65fe57519e3a1d26.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252169893_jpg.rf.749c7f6a5de48ea9e461e9247698b072.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252169896_jpg.rf.815c3d2f514efdde70196dd413b0aa4f.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252170045_jpg.rf.e07d7381692f75e0571b41937675af57.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252170060_jpg.rf.c6c9682d89ef1e6980be7d00a8610826.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252170289_jpg.rf.473d489706568972695c108204babc09.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252170437_jpg.rf.06ae590b2d8595bc17b3b0b1c584add8.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252170555_jpg.rf.908ffa804b592a5d4a37b8ebfb097888.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252170559_jpg.rf.88b8d198533d23665a09d7dd8b9dbc00.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/1682252170588_jpg.rf.e3e9643dd25a8af2d84c87f8837e06cc.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/215_jpg.rf.5ebec9f851543be7c359ad21f527207d.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/220_jpg.rf.c5dbb97b523e8085569a91c09b73fe50.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/221_jpg.rf.d45ea3a5c19396675b1c1d6c43421667.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/23a2507b8bb31bd2a5c667f4f93deb60_jpg.rf.5a6c90056218032963a4a00184505784.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/29_jpg.rf.d032ca4aafdfb882e72db4c7ff77b996.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/2bfeb49907e14959e9403633d29a92d2_jpg.rf.809472b79aded36cff427d13452abacf.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/3496small_jpg.rf.0d80bbba852e4205e850fc1d8bdab645.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/35_jpg.rf.61fee684f8864c644a4696a2367bcd72.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/384d344516bbe06da0c2a4cab6e3ed13_jpg.rf.55919c67382b343fc1d490bcda97f814.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/40_jpg.rf.3984d8fb06e99186fe4dae2a20b4a531.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/44_jpg.rf.fff0be26179b3166fc959862d48ebd88.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/50_jpg.rf.8ef05480e29910d2d0b479fef40a4aab.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/66_jpg.rf.3cf4fc405f9cd606bb4e866b121fa514.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/7-_png_jpg.rf.67e42d05dab3e15576f03344843df40b.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/97_jpg.rf.57dca589877e6d219f6f9dced2227447.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/_-_-32-_png_jpg.rf.16ef71c4813f6ba669424505ad848b8c.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/_-_-33-_png_jpg.rf.c2cdc9e522687f4674efa3ebc9b30be1.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/_-_-34-_png_jpg.rf.641f5500ff4e9e05b957a88256572c7d.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/_-_-39-_png_jpg.rf.af71006e544b37df25718a8e51ff90f8.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/_-_-47-_png_jpg.rf.a8d176b5b07917fd45901666cadd69ba.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/_-_-6-_png_jpg.rf.78400a375d73c150da87d73b97b98c64.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/bus 2/e1ab3d4b9afb1338443870332b9e8d28_jpg.rf.03c8778165a9f5e1059f7192af074640.jpg",bus 2,bus,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/-4023618c44_jpg.rf.671314ae92ace3914a25b390448aa5ee.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/-e38a6febcc_jpg.rf.2161923c423c4d6eae15e8399fcf5edd.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/-f07361ac03_jpg.rf.10d40c41b5c9854716d2c3165d0b520e.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/0000147617-e4eb190337827f8bbbcc9317d_jpg.rf.3441e1609aa29fe318b0c2cae1dd0fb3.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/0000161190-eff4a7d6440628a6ed58e9d9a_jpg.rf.028e402e168cb50f5778e015096d8ba4.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/013877-1-lg_jpg.rf.09b052fa6ab2ced6f5244ca538f6e323.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/018_jpg.rf.3c44b061d485eb4fdf434b04042ebb3e.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/12988780_MTAwMC03OTUtYTcxNGRiOGUwZQ_jpg.rf.489ef6e0660fa84064e57fe57cc0bdd6.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/1365-_jpg.rf.838991ba01af166efff3924b0a33738b.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/1517432936821_jpg.rf.26a37130aaaed7ccbe8d62a0aa35bea9.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/17828_5789ACS01_2_jpg.rf.d46647e871863abc304e376367d755f8.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/1990-mitsubishi-fuso-fk-flatbed-dump_jpg.rf.2ef5c658362450cd8fd4cc06121dfa90.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/1991_mitsubishi_fuso_canter_4wd_1567_jpg.rf.d3ea9124cb4e61d42ee4f151b39bf82a.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/1992-Mitsubishi-FUSO-Fighter-private_jpg.rf.dd5f0ed8da328e53e216828716973ef8.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/1997-mitsubishi-fuso-fh211-20-ft-box_jpg.rf.22ad5dd535277f2ccf6a0ac315e87ead.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/1997_mitsubishi_fuso_cab_over_box_tr-1_jpg.rf.206c17b2521538148b840e43bfb0f060.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2003-mitsubishi-fuso-box-truck-26253_jpg.rf.8fbd4017aaf8c3ebf9a71c6d6713538d.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2004-mitsubishi-fh-fuso-cab-and-chas_jpg.rf.a195664d5697d3efe1e748e5e0212cf1.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2005-mitsubishi-fuso-fm260-24ft-box-_jpg.rf.5ab47caf6254b332d45f2690ede924cc.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2007-mitsubishi-fuso-fk200-24ft-box-_jpg.rf.5ebcbdc6796851c4f64a74edb8389301.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2008-mitsubishi-fuso-wrecker-tow-tru-1_jpg.rf.40ea3a807b47bd397794d03d13a7e1c7.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2010-mitsubishi-fuso-26-ft-box-truck_jpg.rf.0d1f4ac9da63eb427b9e78b8f3d19153.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2012-mitsubishi-fuso-fe160-16ft-dump-2_jpg.rf.fdee97766f0f27c43ac8117f4ede6924.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/20121009_123807_jpg.rf.d239b8de08b06417323c44a0f4843c31.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2013-Mitsubishi-18ft-Refrigerated-Va_jpg.rf.e4386e5f732ed12b050bd43da6b76c87.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/2015-Mitsubishi-Fuso-Canter-7C15-4x2-1_jpg.rf.57a166fdad6387d04d54bcbda71f5826.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/25397-colt-fe-truk-mitsubishi-colt-d_jpg.rf.9eb3557e27e43c186ef8f389dcbbc0bb.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/3059_en_43493_17596_fuso_canter_fg4x_jpg.rf.1cdf52b1cc8f799c59ae552d2906fe05.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/3173ec56-a792-47ff-9b18-79fc37729b95_jpg.rf.f5ed0ba4deebf2d9def68b98138c8522.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/36484_48363_248254_jpg.rf.b88192c15f97d21d24615cdbbb55779b.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/36486_48365_248258_jpg.rf.9344b75a90bc344f57e1481b1dba93f6.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/4261621862_jpg.rf.3805101d7938caa16115cac9f1888644.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/45490_57349_308284_jpg.rf.b380031708f03f88e2aec0876d448eb8.jpg",truck 2,pickup truck,,False
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/57368a_jpg.rf.31efe904ec175d41091e87fc063f0427.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/6007931417_jpg.rf.ac1b70196b3ee23293382989f24de634.jpg",truck 2,truck,,True
"benchmark_vlm/master/Class 4 - 2 axles, 5 or 6 wheels bus or truck/truck 2/6ed4bc32-ec4f-475a-996d-64ad159da3ea_jpg.rf.25e2fcc28a394c4f2c6398948b753a52.jpg",truck 2,truck,,True
